S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
698,08/09/2020,Andhra Pradesh,506493,97932,404074,4487
699,09/09/2020,Andhra Pradesh,517094,96769,415765,4560
700,10/09/2020,Andhra Pradesh,527512,97271,425607,4634
701,11/09/2020,Andhra Pradesh,537687,97338,435647,4702
702,12/09/2020,Andhra Pradesh,547686,96191,446716,4779
703,13/09/2020,Andhra Pradesh,557587,95733,457008,4846
704,14/09/2020,Andhra Pradesh,567123,95072,467139,4912
705,15/09/2020,Andhra Pradesh,575079,93204,476903,4972
706,16/09/2020,Andhra Pradesh,583925,92353,486531,5041
707,17/09/2020,Andhra Pradesh,592760,90279,497376,5105
708,18/09/2020,Andhra Pradesh,601462,88197,508088,5177
709,19/09/2020,Andhra Pradesh,609558,84423,519891,5244
710,20/09/2020,Andhra Pradesh,617776,81763,530711,5302
711,21/09/2020,Andhra Pradesh,625514,78836,541319,5359
712,22/09/2020,Andhra Pradesh,631749,74518,551821,5410
713,23/09/2020,Andhra Pradesh,639302,71465,562376,5461
714,24/09/2020,Andhra Pradesh,646530,70357,570667,5506
715,25/09/2020,Andhra Pradesh,654385,69353,579474,5558
716,26/09/2020,Andhra Pradesh,661458,67683,588169,5606
717,27/09/2020,Andhra Pradesh,668751,65794,597294,5663
718,28/09/2020,Andhra Pradesh,675674,64876,605090,5708
719,29/09/2020,Andhra Pradesh,681161,63116,612300,5745
720,30/09/2020,Andhra Pradesh,687351,59435,622136,5780
721,01/10/2020,Andhra Pradesh,693484,58445,629211,5828
722,02/10/2020,Andhra Pradesh,700235,57858,636508,5869
723,03/10/2020,Andhra Pradesh,706790,56897,643993,5900
724,04/10/2020,Andhra Pradesh,713014,55282,651791,5941
725,05/10/2020,Andhra Pradesh,719256,54400,658875,5981
726,06/10/2020,Andhra Pradesh,723512,51060,666433,6019
727,07/10/2020,Andhra Pradesh,729307,50776,672479,6052
728,08/10/2020,Andhra Pradesh,734427,49513,678828,6086
729,09/10/2020,Andhra Pradesh,739719,48661,684930,6128
730,10/10/2020,Andhra Pradesh,744864,47665,691040,6159
731,11/10/2020,Andhra Pradesh,750517,46624,697699,6194
732,12/10/2020,Andhra Pradesh,755727,46295,703208,6224
733,13/10/2020,Andhra Pradesh,758951,43983,708712,6256
734,14/10/2020,Andhra Pradesh,763573,42855,714427,6291
735,15/10/2020,Andhra Pradesh,767465,41669,719477,6319
736,16/10/2020,Andhra Pradesh,771503,40047,725099,6357
737,17/10/2020,Andhra Pradesh,775470,38979,730109,6382
738,18/10/2020,Andhra Pradesh,779146,37102,735638,6406
739,19/10/2020,Andhra Pradesh,783132,36474,740229,6429
740,20/10/2020,Andhra Pradesh,786050,35065,744532,6453
741,21/10/2020,Andhra Pradesh,789553,33396,749676,6481
742,22/10/2020,Andhra Pradesh,793299,32376,754415,6508
743,23/10/2020,Andhra Pradesh,796919,32257,758138,6524
744,24/10/2020,Andhra Pradesh,800684,31721,762419,6544
745,25/10/2020,Andhra Pradesh,804026,31469,765991,6566
746,26/10/2020,Andhra Pradesh,807023,30860,769576,6587
747,27/10/2020,Andhra Pradesh,808924,28770,773548,6606
748,28/10/2020,Andhra Pradesh,811825,27300,777900,6625
749,29/10/2020,Andhra Pradesh,814774,26622,781509,6643
750,30/10/2020,Andhra Pradesh,817679,26268,784752,6659
751,31/10/2020,Andhra Pradesh,820565,25514,788375,6676
752,01/11/2020,Andhra Pradesh,823348,24575,792083,6690
753,02/11/2020,Andhra Pradesh,825966,23668,795592,6706
754,03/11/2020,Andhra Pradesh,827882,22538,798625,6719
755,04/11/2020,Andhra Pradesh,830731,21672,802325,6734
756,05/11/2020,Andhra Pradesh,833208,21438,805026,6744
757,06/11/2020,Andhra Pradesh,835953,21878,807318,6757
758,07/11/2020,Andhra Pradesh,838363,21825,809770,6768
759,08/11/2020,Andhra Pradesh,840730,21434,812517,6779
760,09/11/2020,Andhra Pradesh,842967,21403,814773,6791
761,10/11/2020,Andhra Pradesh,844359,21235,816322,6802
762,11/11/2020,Andhra Pradesh,846245,20958,818473,6814
763,12/11/2020,Andhra Pradesh,847977,20915,820234,6828
764,13/11/2020,Andhra Pradesh,849705,20857,822011,6837
765,14/11/2020,Andhra Pradesh,851298,20262,824189,6847
766,15/11/2020,Andhra Pradesh,852955,19757,826344,6854
767,16/11/2020,Andhra Pradesh,854011,18659,828484,6868
768,17/11/2020,Andhra Pradesh,854764,17892,829991,6881
769,18/11/2020,Andhra Pradesh,856159,16985,832284,6890
770,19/11/2020,Andhra Pradesh,857395,16516,833980,6899
771,20/11/2020,Andhra Pradesh,858711,16000,835801,6910
772,21/11/2020,Andhra Pradesh,859932,15382,837630,6920
773,22/11/2020,Andhra Pradesh,861092,14770,839395,6927
774,23/11/2020,Andhra Pradesh,862213,14249,841026,6938
775,24/11/2020,Andhra Pradesh,862758,13394,842416,6948
776,25/11/2020,Andhra Pradesh,863843,13024,843863,6956
777,26/11/2020,Andhra Pradesh,864674,12673,845039,6962
778,27/11/2020,Andhra Pradesh,865705,12615,846120,6970
779,28/11/2020,Andhra Pradesh,866438,12137,847325,6976
780,29/11/2020,Andhra Pradesh,867063,11571,848511,6981
781,30/11/2020,Andhra Pradesh,867683,8397,852298,6988
782,01/12/2020,Andhra Pradesh,868064,7840,853232,6992
783,02/12/2020,Andhra Pradesh,868749,7427,854326,6996
784,03/04/2020,Arunachal Pradesh,1,1,0,0
785,04/04/2020,Arunachal Pradesh,1,1,0,0
786,05/04/2020,Arunachal Pradesh,1,1,0,0
787,06/04/2020,Arunachal Pradesh,1,1,0,0
788,07/04/2020,Arunachal Pradesh,1,1,0,0
789,08/04/2020,Arunachal Pradesh,1,1,0,0
790,09/04/2020,Arunachal Pradesh,1,1,0,0
791,10/04/2020,Arunachal Pradesh,1,1,0,0
792,11/04/2020,Arunachal Pradesh,1,1,0,0
793,12/04/2020,Arunachal Pradesh,1,1,0,0
794,13/04/2020,Arunachal Pradesh,1,1,0,0
795,14/04/2020,Arunachal Pradesh,1,1,0,0
796,15/04/2020,Arunachal Pradesh,1,1,0,0
797,16/04/2020,Arunachal Pradesh,1,1,0,0
798,17/04/2020,Arunachal Pradesh,1,1,0,0
799,18/04/2020,Arunachal Pradesh,1,1,0,0
800,19/04/2020,Arunachal Pradesh,1,1,0,0
801,20/04/2020,Arunachal Pradesh,1,1,0,0
802,21/04/2020,Arunachal Pradesh,1,1,0,0
803,22/04/2020,Arunachal Pradesh,1,0,1,0
804,23/04/2020,Arunachal Pradesh,1,0,1,0
805,24/04/2020,Arunachal Pradesh,1,0,1,0
806,25/04/2020,Arunachal Pradesh,1,0,1,0
807,26/04/2020,Arunachal Pradesh,1,0,1,0
808,27/04/2020,Arunachal Pradesh,1,0,1,0
809,28/04/2020,Arunachal Pradesh,1,0,1,0
810,29/04/2020,Arunachal Pradesh,1,0,1,0
811,30/04/2020,Arunachal Pradesh,1,0,1,0
812,01/05/2020,Arunachal Pradesh,1,0,1,0
813,02/05/2020,Arunachal Pradesh,1,0,1,0
814,03/05/2020,Arunachal Pradesh,1,0,1,0
815,04/05/2020,Arunachal Pradesh,1,0,1,0
816,05/05/2020,Arunachal Pradesh,1,0,1,0
817,06/05/2020,Arunachal Pradesh,1,0,1,0
818,07/05/2020,Arunachal Pradesh,1,0,1,0
819,08/05/2020,Arunachal Pradesh,1,0,1,0
820,09/05/2020,Arunachal Pradesh,1,0,1,0
821,10/05/2020,Arunachal Pradesh,1,0,1,0
822,11/05/2020,Arunachal Pradesh,1,0,1,0
823,12/05/2020,Arunachal Pradesh,1,0,1,0
824,13/05/2020,Arunachal Pradesh,1,0,1,0
825,14/05/2020,Arunachal Pradesh,1,0,1,0
826,15/05/2020,Arunachal Pradesh,1,0,1,0
827,16/05/2020,Arunachal Pradesh,1,0,1,0
828,17/05/2020,Arunachal Pradesh,1,0,1,0
829,18/05/2020,Arunachal Pradesh,1,0,1,0
830,19/05/2020,Arunachal Pradesh,1,0,1,0
831,20/05/2020,Arunachal Pradesh,1,0,1,0
832,21/05/2020,Arunachal Pradesh,1,0,1,0
833,22/05/2020,Arunachal Pradesh,1,0,1,0
834,23/05/2020,Arunachal Pradesh,1,0,1,0
835,24/05/2020,Arunachal Pradesh,1,0,1,0
836,25/05/2020,Arunachal Pradesh,1,0,1,0
837,26/05/2020,Arunachal Pradesh,2,1,1,0
838,27/05/2020,Arunachal Pradesh,2,1,1,0
839,28/05/2020,Arunachal Pradesh,2,1,1,0
840,29/05/2020,Arunachal Pradesh,3,2,1,0
841,30/05/2020,Arunachal Pradesh,3,2,1,0
842,31/05/2020,Arunachal Pradesh,4,3,1,0
843,01/06/2020,Arunachal Pradesh,4,3,1,0
844,02/06/2020,Arunachal Pradesh,22,21,1,0
845,03/06/2020,Arunachal Pradesh,22,21,1,0
846,04/06/2020,Arunachal Pradesh,38,37,1,0
847,05/06/2020,Arunachal Pradesh,42,41,1,0
848,06/06/2020,Arunachal Pradesh,45,44,1,0
849,07/06/2020,Arunachal Pradesh,47,46,1,0
850,08/06/2020,Arunachal Pradesh,51,50,1,0
851,09/06/2020,Arunachal Pradesh,51,50,1,0
852,10/06/2020,Arunachal Pradesh,57,56,1,0
853,11/06/2020,Arunachal Pradesh,57,55,2,0
854,12/06/2020,Arunachal Pradesh,61,57,4,0
855,13/06/2020,Arunachal Pradesh,67,63,4,0
856,14/06/2020,Arunachal Pradesh,87,83,4,0
857,15/06/2020,Arunachal Pradesh,91,84,7,0
858,16/06/2020,Arunachal Pradesh,91,84,7,0
859,17/06/2020,Arunachal Pradesh,95,88,7,0
860,18/06/2020,Arunachal Pradesh,99,92,7,0
861,19/06/2020,Arunachal Pradesh,103,93,10,0
862,20/06/2020,Arunachal Pradesh,103,92,11,0
863,21/06/2020,Arunachal Pradesh,135,121,14,0
864,22/06/2020,Arunachal Pradesh,135,120,15,0
865,23/06/2020,Arunachal Pradesh,139,118,21,0
866,24/06/2020,Arunachal Pradesh,148,126,22,0
867,25/06/2020,Arunachal Pradesh,158,120,38,0
868,26/06/2020,Arunachal Pradesh,160,121,38,1
869,27/06/2020,Arunachal Pradesh,172,129,42,1
870,28/06/2020,Arunachal Pradesh,177,122,54,1
871,29/06/2020,Arunachal Pradesh,182,121,60,1
872,30/06/2020,Arunachal Pradesh,187,125,61,1
873,01/07/2020,Arunachal Pradesh,191,128,62,1
874,02/07/2020,Arunachal Pradesh,195,128,66,1
875,03/07/2020,Arunachal Pradesh,195,128,66,1
876,04/07/2020,Arunachal Pradesh,252,176,75,1
877,05/07/2020,Arunachal Pradesh,259,182,76,1
878,06/07/2020,Arunachal Pradesh,269,190,78,1
